canton,skill,vacancy_count,rank,share_within_group
Unknown,redis,8,16,0.0346
Unknown,go,7,17,0.0303
Unknown,elasticsearch,6,18,0.026
Unknown,etl,6,18,0.026
Unknown,php,6,18,0.026
Unknown,snowflake,6,18,0.026
Unknown,spring,6,18,0.026
Unknown,angular,5,19,0.0216
Unknown,ansible,5,19,0.0216
Unknown,docker,5,19,0.0216
Unknown,mongodb,5,19,0.0216
Unknown,scala,5,19,0.0216
Unknown,swift,5,19,0.0216
Unknown,vue,5,19,0.0216
Unknown,databricks,4,20,0.0173
Unknown,dbt,4,20,0.0173
Unknown,kotlin,4,20,0.0173
Unknown,tensorflow,4,20,0.0173
VD,agile,103,1,0.2594
VD,python,102,2,0.2569
VD,ci_cd,77,3,0.194
VD,devops,70,4,0.1763
VD,sql,69,5,0.1738
VD,aws,46,6,0.1159
VD,java,46,6,0.1159
VD,azure,34,7,0.0856
VD,gcp,29,8,0.073
VD,postgresql,27,9,0.068
VD,c++,24,10,0.0605
VD,oracle,21,11,0.0529
VD,csharp,20,12,0.0504
VD,kubernetes,20,12,0.0504
VD,microservices,20,12,0.0504
VD,test_automation,19,13,0.0479
VD,react,18,14,0.0453
VD,etl,17,15,0.0428
VD,angular,15,16,0.0378
VD,ansible,15,16,0.0378
VD,dotnet,15,16,0.0378
VD,kafka,15,16,0.0378
VD,spring,15,16,0.0378
VD,terraform,15,16,0.0378
VD,typescript,15,16,0.0378
VD,databricks,14,17,0.0353
VD,javascript,14,17,0.0353
VD,mongodb,13,18,0.0327
VD,mssql,13,18,0.0327
VD,mysql,13,18,0.0327
VD,redis,13,18,0.0327
VD,snowflake,12,19,0.0302
VD,vue,12,19,0.0302
VD,pytorch,11,20,0.0277
VS,react,5,1,0.2632
VS,ci_cd,4,2,0.2105
VS,devops,4,2,0.2105
VS,kubernetes,4,2,0.2105
VS,agile,3,3,0.1579
VS,angular,3,3,0.1579
VS,azure,3,3,0.1579
VS,databricks,3,3,0.1579
VS,sql,3,3,0.1579
VS,typescript,3,3,0.1579
VS,ansible,2,4,0.1053
VS,aws,2,4,0.1053
VS,gcp,2,4,0.1053
VS,rest_api,2,4,0.1053
VS,test_automation,2,4,0.1053
VS,vue,2,4,0.1053
VS,docker,1,5,0.0526
VS,git,1,5,0.0526
VS,infrastructure as code,1,5,0.0526
VS,java,1,5,0.0526
VS,linux,1,5,0.0526
VS,microservices,1,5,0.0526
VS,openstack,1,5,0.0526
VS,oracle,1,5,0.0526
VS,proxmox,1,5,0.0526
VS,relational,1,5,0.0526
VS,s/4hana,1,5,0.0526
VS,sap fi/co,1,5,0.0526
VS,slurm,1,5,0.0526
VS,spring,1,5,0.0526
VS,sre,1,5,0.0526
VS,terraform,1,5,0.0526
ZG,python,18,1,0.2169
ZG,ci_cd,15,2,0.1807
ZG,agile,14,3,0.1687
ZG,devops,13,4,0.1566
ZG,sql,9,5,0.1084
ZG,azure,8,6,0.0964
ZG,rust,7,7,0.0843
ZG,snowflake,5,8,0.0602
ZG,aws,4,9,0.0482
ZG,csharp,4,9,0.0482
ZG,java,4,9,0.0482
ZG,scrum,4,9,0.0482
ZG,typescript,4,9,0.0482
ZG,ansible,3,10,0.0361
ZG,c++,3,10,0.0361
ZG,databricks,3,10,0.0361
ZG,dotnet,3,10,0.0361
ZG,javascript,3,10,0.0361
ZG,pytorch,3,10,0.0361
ZG,spark,3,10,0.0361
ZG,test_automation,3,10,0.0361
ZG,bdd,2,11,0.0241
ZG,c,2,11,0.0241
ZG,etl,2,11,0.0241
ZG,kubernetes,2,11,0.0241
ZG,linux,2,11,0.0241
ZG,oracle,2,11,0.0241
ZG,react,2,11,0.0241
ZG,safe,2,11,0.0241
ZG,tensorflow,2,11,0.0241
ZG,terraform,2,11,0.0241
ZG,angular,1,12,0.012
ZG,azure data factory,1,12,0.012
ZG,beta testing,1,12,0.012
ZG,canoe,1,12,0.012
ZG,canopen,1,12,0.012
ZG,capl,1,12,0.012
ZG,ceph,1,12,0.012
ZG,ci / cd build server,1,12,0.012
ZG,cmake,1,12,0.012
ZG,code_reviews,1,12,0.012
ZG,conan,1,12,0.012
ZG,cucumber,1,12,0.012
ZG,dataiku,1,12,0.012
ZG,devsecops,1,12,0.012
ZG,emwin,1,12,0.012
ZG,feasibility studies,1,12,0.012
ZG,fivetran,1,12,0.012
ZG,gcp,1,12,0.012
ZG,git,1,12,0.012
ZG,integration_tests,1,12,0.012
ZG,keras,1,12,0.012
ZG,kotlin,1,12,0.012
ZG,lean-agile,1,12,0.012
ZG,linux (debian),1,12,0.012
ZG,microsoft fabric,1,12,0.012
ZG,ms sql,1,12,0.012
ZG,nodejs,1,12,0.012
ZG,pair_programming,1,12,0.012
ZG,postgresql,1,12,0.012
ZG,product management,1,12,0.012
ZG,proxmox,1,12,0.012
ZG,qt,1,12,0.012
ZG,qt for mcu,1,12,0.012
ZG,qt/qml,1,12,0.012
ZG,qt/qml on embedded linux,1,12,0.012
ZG,requirements engineering,1,12,0.012
ZG,scikit_learn,1,12,0.012
ZG,selenium,1,12,0.012
ZG,specflow,1,12,0.012
ZG,spring,1,12,0.012
ZG,sql database,1,12,0.012
ZG,storage,1,12,0.012
ZG,swift,1,12,0.012
ZG,talend,1,12,0.012
ZG,tofu,1,12,0.012
ZG,unit_tests,1,12,0.012
ZG,vt system,1,12,0.012
ZG,vteststudio,1,12,0.012
ZG,winui,1,12,0.012
ZG,xaml,1,12,0.012
ZG,zfs,1,12,0.012
ZH,python,659,1,0.2162
ZH,agile,642,2,0.2106
ZH,ci_cd,529,3,0.1736
ZH,devops,481,4,0.1578
ZH,sql,449,5,0.1473
ZH,java,360,6,0.1181
ZH,azure,316,7,0.1037
ZH,aws,262,8,0.086
ZH,typescript,198,9,0.065
ZH,react,188,10,0.0617
ZH,kubernetes,174,11,0.0571
ZH,gcp,170,12,0.0558
ZH,javascript,165,13,0.0541
ZH,c++,153,14,0.0502
ZH,angular,149,15,0.0489
ZH,spring,138,16,0.0453
ZH,csharp,136,17,0.0446
ZH,microservices,133,18,0.0436
ZH,postgresql,118,19,0.0387
ZH,dotnet,117,20,0.0384
